ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,UC,USO,JURISDICAO
desmatamento,10,2022,Landsat-9,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.03,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,RO,0.03,Cujubim,FERS Tucano,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AM,0.03,Manacapuru,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AM,0.03,Tefé,RESEX Catuá-Ipixuna,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,MA,0.03,Rosário,APA Upaon-Açu/Miritiba/Alto Preguiças,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AM,0.03,Presidente Figueiredo,APA Caverna do Maroaga (Presidente Figueiredo),Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,PA,0.03,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,RO,0.03,Nova Mamoré,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.03,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,RO,0.03,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,10,2022,Landsat-9,PA,0.03,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
desmatamento,10,2022,Landsat-9,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,MA,0.03,Rosário,APA Upaon-Açu/Miritiba/Alto Preguiças,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.01,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.01,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,PA,0.02,Altamira,ESEC da Terra do Meio,Proteção Integral,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Bujari,FES do Antimary,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.02,Capixaba,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,RO,0.02,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,10,2022,Landsat-9,AM,0.02,Presidente Figueiredo,APA Caverna do Maroaga (Presidente Figueiredo),Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,PA,0.02,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,PA,0.02,Prainha,RESEX Renascer,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,RO,0.02,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,10,2022,Landsat-9,PA,0.02,Prainha,RESEX Renascer,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AM,0.02,Coari,RESEX Catuá-Ipixuna,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Feijó,FES Afluente do Complexo do Seringal Jurupari,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.02,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,MA,0.02,Presidente Juscelino,APA Upaon-Açu/Miritiba/Alto Preguiças,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.02,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,RO,0.02,Cujubim,FERS Tucano,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AM,0.02,Tefé,RESEX Catuá-Ipixuna,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,AC,0.02,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,PA,0.02,Prainha,RESEX Renascer,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Epitaciolândia,ARIE Seringal Nova Esperança,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,PA,0.02,Prainha,FES do Paru,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-9,RO,0.01,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,10,2022,Landsat-9,AC,0.01,Epitaciolândia,ARIE Seringal Nova Esperança,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-9,RO,0.01,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,10,2022,Landsat-8,PA,0.26,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Landsat-8,PA,0.16,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,2.87,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,2.78,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,2.54,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.13,Trairão,FLONA do Trairão,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,1.23,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,1.10,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.80,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.72,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.72,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AM,0.72,Tapauá,FES Tapauá,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.51,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.49,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AP,0.47,Tartarugalzinho,FES do Amapá,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.47,Candeias do Jamari,ESEC de Samuel,Proteção Integral,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.44,Candeias do Jamari,ESEC de Samuel,Proteção Integral,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.44,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AM,0.43,Novo Aripuanã,RESEX do Guariba,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.40,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.37,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AM,0.32,Lábrea,FLONA do Iquiri,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.31,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.30,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.29,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AM,0.01,Lábrea,FLONA do Iquiri,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.26,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.26,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.24,Novo Progresso,FLONA do Jamanxim,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.24,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.24,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.14,Itaituba,FLONA de Itaituba II,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.22,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.22,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.22,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.21,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.21,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.21,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,RO,0.21,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.21,Aveiro,PARNA da Amazônia,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,PA,0.20,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.19,Cujubim,RESEX Rio Preto-Jacundá,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.19,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.01,Belterra,FLONA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.15,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,PA,0.03,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.17,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,PA,0.17,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.16,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.16,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,MA,0.16,Bom Jardim,REBIO do Gurupi,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,AC,0.16,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AM,0.15,Presidente Figueiredo,APA Caverna do Maroaga (Presidente Figueiredo),Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.14,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,AM,0.13,Presidente Figueiredo,APA Caverna do Maroaga (Presidente Figueiredo),Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.13,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,AM,0.13,Maués,FLONA de Urupadi,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.12,Manoel Urbano,FES Afluente do Complexo do Seringal Jurupari,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.12,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,PA,0.12,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AM,0.12,Presidente Figueiredo,APA Caverna do Maroaga (Presidente Figueiredo),Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.12,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.12,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.12,Almeirim,FES do Paru,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.12,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.11,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,RO,0.11,Cujubim,RESEX Rio Preto-Jacundá,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.11,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,10,2022,Sentinel-2,MT,0.11,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.09,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.10,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.10,Tarauacá,FES do Mogno,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.10,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,MT,0.10,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.10,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.10,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.10,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.10,Belterra,FLONA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.09,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.09,Manoel Urbano,FES Afluente do Complexo do Seringal Jurupari,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.09,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.09,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.09,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AM,0.08,Nhamundá,APA Guajuma,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.04,Trairão,FLONA do Trairão,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.08,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.08,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,RO,0.08,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.08,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,RO,0.08,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.08,Tucuruí,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.08,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.08,Manoel Urbano,FES Afluente do Complexo do Seringal Jurupari,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.08,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,RO,0.08,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,PA,0.08,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.06,Tarauacá,FES do Rio Liberdade,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.08,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.07,Aveiro,PARNA da Amazônia,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.03,Trairão,FLONA de Itaituba II,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.07,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.07,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.07,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.07,Tarauacá,FES do Rio Gregório,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.07,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.07,Portel,FLONA Caxiuanã,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.07,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.07,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.07,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.07,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.06,Candeias do Jamari,ESEC de Samuel,Proteção Integral,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.06,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.06,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,RO,0.06,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,PA,0.06,Portel,FLONA Caxiuanã,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.06,Terra Santa,FLONA de Saracá-Taquera,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.06,Marabá,FLONA de Itacaiúnas,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.06,Altamira,FLONA de Altamira,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,MA,0.06,Cândido Mendes,APA das Reentrâncias Maranhenses,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AM,0.06,Alvarães,FLONA de Tefé,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,MT,0.06,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.06,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,AM,0.06,Tapauá,FES Tapauá,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.06,Sena Madureira,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AM,0.06,Lábrea,FLONA do Iquiri,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.06,Prainha,RESEX Renascer,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.03,Porto Walter,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,AC,0.06,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,RO,0.06,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,AC,0.06,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,RO,0.06,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,AC,0.06,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.06,Afuá,APA Arquipélago do Marajó,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.05,Prainha,RESEX Renascer,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.05,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.05,Prainha,RESEX Renascer,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,RO,0.05,Candeias do Jamari,ESEC de Samuel,Proteção Integral,Estadual
desmatamento,10,2022,Sentinel-2,PA,0.05,Terra Santa,FLONA de Saracá-Taquera,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.05,Portel,FLONA Caxiuanã,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Sena Madureira,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.05,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AP,0.05,Oiapoque,FES do Amapá,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.05,Prainha,RESEX Renascer,Uso Sustentável,Federal
desmatamento,10,2022,Sentinel-2,PA,0.05,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,10,2022,Sentinel-2,RO,0.05,Porto Velho,PARNA Mapinguari,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,AC,0.05,Porto Walter,PARNA da Serra do Divisor,Proteção Integral,Federal
desmatamento,10,2022,Sentinel-2,PA,0.05,Portel,FLONA Caxiuanã,Uso Sustentável,Federal
