ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,TERRA_INDI
desmatamento,"7","2020",Sentinel-1-2,PA,0.05,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,AC,0.03,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"7","2020",Sentinel-1-2,PA,0.05,Anapu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AM,0.03,São Paulo de Olivença,TI Évare  I
desmatamento,"7","2020",Sentinel-1-2,PA,0.06,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Japurá,TI Paraná do Boá-Boá
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Santo Antônio do Içá,TI Évare  I
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Uarini,TI Miratu
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Juruá,TI Kumaru do Lago Ualá
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AC,0.02,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"7","2020",Sentinel-1-2,PA,0.05,Placas,TI Cachoeira Seca
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Japurá,TI Paraná do Boá-Boá
desmatamento,"7","2020",Sentinel-1-2,AM,0.04,São Gabriel da Cachoeira,TI Médio Rio Negro I
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AM,0.03,Japurá,TI Paraná do Boá-Boá
desmatamento,"7","2020",Sentinel-1-2,AP,0.02,Pedra Branca do Amapari,TI Waiãpi
desmatamento,"7","2020",Sentinel-1-2,AM,0.03,São Paulo de Olivença,TI Évare  I
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,São Paulo de Olivença,TI Évare  I
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,São Paulo de Olivença,TI Évare  I
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,São Paulo de Olivença,TI Évare  I
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Sai Cinza
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.15,Jacareacanga,TI Sai Cinza
desmatamento,"7","2020",Sentinel-1-2,MA,0.05,Fernando Falcão,TI Porquinhos dos Canela-Apãnjekra (reestudo)
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Envira,TI Kulina do Médio Juruá
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Ipixuna,TI Kulina do Médio Juruá
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.09,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AM,0.04,Ipixuna,TI Kulina do Médio Juruá
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Borba,TI Coatá-Laranjal
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,MA,0.21,Montes Altos,TI Krikati
desmatamento,"7","2020",Sentinel-1-2,PA,0.07,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,MA,0.03,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,PA,0.07,Anapu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,MA,0.11,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,PA,0.12,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.07,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,MA,0.02,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AM,0.05,Tabatinga,TI Évare  I
desmatamento,"7","2020",Sentinel-1-2,PA,0.05,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,MA,0.03,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,MA,0.08,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,AP,0.02,Pedra Branca do Amapari,TI Waiãpi
desmatamento,"7","2020",Sentinel-1-2,AP,0.02,Pedra Branca do Amapari,TI Waiãpi
desmatamento,"7","2020",Sentinel-1-2,PA,0.05,Altamira,TI Cachoeira Seca
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,MA,0.06,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,PA,0.05,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Santa Isabel do Rio Negro,TI Médio Rio Negro II
desmatamento,"7","2020",Sentinel-1-2,PA,0.15,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,MA,0.08,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,MA,0.05,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,RR,0.03,Caroebe,TI Trombetas/Mapuera
desmatamento,"7","2020",Sentinel-1-2,AC,0.03,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"7","2020",Sentinel-1-2,PA,0.07,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,AC,0.03,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,TI Kaxinawa/Ashaninka do Rio Breu
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,AM,0.01,São Paulo de Olivença,TI Évare II
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AC,0.02,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"7","2020",Sentinel-1-2,PA,0.07,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AC,0.04,Marechal Thaumaturgo,TI Kampa do Rio Amônea
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,AC,0.03,Marechal Thaumaturgo,TI Jaminawa/Arara do Rio Bagé
desmatamento,"7","2020",Sentinel-1-2,AC,0.02,Tarauacá,TI Kaxinawa Praia do Carapanã
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,MA,0.02,Fernando Falcão,TI Kanela/Memortumré
desmatamento,"7","2020",Sentinel-1-2,AM,0.04,Lábrea,TI Paumari do Lago Marahã
desmatamento,"7","2020",Sentinel-1-2,AM,0.03,Autazes,TI Murutinga/Tracajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.07,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,Oriximiná,TI Kaxuyana-Tunayana
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.15,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Juruá,TI Kumaru do Lago Ualá
desmatamento,"7","2020",Sentinel-1-2,AC,0.02,Marechal Thaumaturgo,TI Kaxinawa/Ashaninka do Rio Breu
desmatamento,"7","2020",Sentinel-1-2,AC,0.03,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"7","2020",Sentinel-1-2,PA,0.06,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Uarini,TI Miratu
desmatamento,"7","2020",Sentinel-1-2,PA,0.05,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.07,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.05,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AC,0.03,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"7","2020",Sentinel-1-2,PA,0.13,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Sai Cinza
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,Cumaru do Norte,TI Kayapó
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,AM,0.08,Lábrea,TI Paumari do Lago Marahã
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Itamarati,TI Deni
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Itamarati,TI Deni
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Lábrea,TI Caititu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AM,0.04,Jutaí,TI Rio Biá
desmatamento,"6","2020",Sentinel-1-2,AM,0.04,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,AM,0.04,Jutaí,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,AM,0.07,Jutaí,TI Rio Biá
desmatamento,"6","2020",Sentinel-1-2,AM,0.05,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,PA,0.06,Altamira,TI Baú
desmatamento,"6","2020",Sentinel-1-2,MA,0.06,Zé Doca,TI Awá
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Barreirinha,TI Andirá-Marau
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Pauini,TI Água Preta/Inari
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Aveiro,TI Andirá-Marau
desmatamento,"6","2020",Sentinel-1-2,AM,0.04,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,AM,0.06,Careiro da Várzea,TI Sissaíma
desmatamento,"6","2020",Sentinel-1-2,MT,0.04,Brasnorte,TI Menkü (reestudo)
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Querência,PI Xingu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Altamira,TI Menkragnoti
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Gaúcha do Norte,PI Xingu
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Comodoro,TI Nambiquara
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Brasnorte,TI Menkü (reestudo)
desmatamento,"6","2020",Sentinel-1-2,MA,0.11,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.07,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Altamira,TI Panará
desmatamento,"6","2020",Sentinel-1-2,AM,0.07,Itamarati,TI Deni
desmatamento,"6","2020",Sentinel-1-2,AM,0.14,Itamarati,TI Deni
desmatamento,"6","2020",Sentinel-1-2,PA,0.06,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,RO,0.02,Nova Mamoré,TI Karipuna
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Coari,TI Cajuhiri Atravessado
desmatamento,"6","2020",Sentinel-1-2,AM,0.06,Tapauá,TI Paumari do Lago Manissuã
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AM,0.07,Itamarati,TI Deni
desmatamento,"6","2020",Sentinel-1-2,RO,0.04,Nova Mamoré,TI Karipuna
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Aveiro,TI Andirá-Marau
desmatamento,"6","2020",Sentinel-1-2,RO,0.05,Espigão D'Oeste,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,RO,0.05,Ji-Paraná,TI Igarapé Lourdes
desmatamento,"6","2020",Sentinel-1-2,MT,0.06,Aripuanã,TI Aripuanã
desmatamento,"6","2020",Sentinel-1-2,AM,0.08,Manicoré,TI Tenharim/Marmelos
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Juara,TI Japuíra
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Lábrea,TI Caititu
desmatamento,"6","2020",Sentinel-1-2,MT,0.12,Aripuanã,TI Arara do Rio Branco
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Santo Antônio do Içá,TI Betânia
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Santa Terezinha,TI Tapirapé/Karajá
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Santo Antônio do Içá,TI Betânia
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,RO,0.02,Espigão D'Oeste,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,MT,0.04,Querência,PI Xingu
desmatamento,"6","2020",Sentinel-1-2,AM,0.11,Careiro da Várzea,TI Sissaíma
desmatamento,"6","2020",Sentinel-1-2,RO,0.03,Alta Floresta D'Oeste,TI Rio Branco
desmatamento,"6","2020",Sentinel-1-2,RO,0.01,Alta Floresta D'Oeste,TI Rio Branco
desmatamento,"6","2020",Sentinel-1-2,MT,0.05,Aripuanã,TI Arara do Rio Branco
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Jutaí,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Rondolândia,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,MT,0.05,Rondolândia,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,AM,0.01,São Paulo de Olivença,TI Évare II
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Uruará,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,RO,0.03,Guajará-Mirim,TI Uru-Eu-Wau-Wau
desmatamento,"6","2020",Sentinel-1-2,AM,0.01,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,AM,0.06,Jutaí,TI Rio Biá
desmatamento,"6","2020",Sentinel-1-2,AM,0.05,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Rondolândia,TI Zoró
desmatamento,"6","2020",Sentinel-1-2,RO,0.03,São Miguel do Guaporé,TI Rio Branco
desmatamento,"6","2020",Sentinel-1-2,RO,0.02,Pimenta Bueno,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Uruará,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,RO,0.04,Ji-Paraná,TI Igarapé Lourdes
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Anapu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Pacajá,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,AC,0.04,Cruzeiro do Sul,TI Campinas/Katukina
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Pauini,TI Camadeni
desmatamento,"6","2020",Sentinel-1-2,PA,0.06,Novo Repartimento,TI Parakanã
desmatamento,"6","2020",Sentinel-1-2,MT,0.06,Juína,TI Serra Morena
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Juína,PI Aripuanã
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Brasnorte,TI Erikpatsa
desmatamento,"6","2020",Sentinel-1-2,RO,0.03,Pimenta Bueno,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,AM,0.04,Manicoré,TI Tenharim Marmelos (Gleba B)
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.07,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.20,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Altamira,TI Menkragnoti
desmatamento,"6","2020",Sentinel-1-2,RO,0.01,Pimenta Bueno,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,RO,0.01,Vilhena,PI Aripuanã
desmatamento,"6","2020",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Altamira,TI Menkragnoti
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.08,Uruará,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.08,Altamira,TI Panará
desmatamento,"6","2020",Sentinel-1-2,RO,0.06,Cacaulândia,TI Uru-Eu-Wau-Wau
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Altamira,TI Menkragnoti
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Altamira,TI Panará
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Juína,PI Aripuanã
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Altamira,TI Menkragnoti
desmatamento,"6","2020",Sentinel-1-2,PA,0.07,Altamira,TI Panará
desmatamento,"6","2020",Sentinel-1-2,PA,0.07,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Juara,TI Apiaká-Kayabi
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Juara,TI Apiaká-Kayabi
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Brasnorte,TI Erikpatsa
desmatamento,"6","2020",Sentinel-1-2,RO,0.07,Porto Velho,TI Karipuna
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Careiro da Várzea,TI Sissaíma
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Altamira,TI Panará
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Humaitá,TI Tenharim/Marmelos
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AM,0.07,Lábrea,TI Caititu
